customer_id,product_id,browse_date,time_spent_seconds,pages_viewed,added_to_cart
C0780,P0128,2025-10-28 20:12:10,239,9,1
C0181,P0157,2025-08-17 19:38:40,458,11,0
C0857,P0192,2025-06-16 00:15:28,28,9,0
C1424,P0180,2025-09-17 07:14:44,596,6,1
C0421,P0132,2025-07-17 22:02:59,486,12,1
C0166,P0169,2025-07-30 14:46:23,352,1,0
C0398,P0071,2025-11-14 13:06:10,439,1,0
C1245,P0052,2026-04-17 13:18:08,470,3,0
C1266,P0158,2025-07-30 05:43:06,558,11,0
C1819,P0152,2026-05-09 06:34:54,231,7,0
C1096,P0018,2026-02-18 18:52:41,593,13,0
C1496,P0115,2026-03-06 10:42:37,96,6,0
C0172,P0092,2025-07-23 23:23:52,196,13,0
C1305,P0108,2026-03-29 23:03:46,183,14,1
C1159,P0109,2026-03-25 04:57:45,284,3,0
C1619,P0115,2026-03-16 07:58:36,116,11,1
C1700,P0102,2026-01-16 22:52:47,225,8,0
C0304,P0191,2026-05-22 12:58:25,329,5,1
C0438,P0170,2025-10-08 17:14:35,379,13,0
C0381,P0014,2026-02-21 04:29:45,504,6,0
C1415,P0037,2025-06-28 22:53:00,569,2,0
C0492,P0038,2025-06-12 13:52:20,389,4,0
C0755,P0044,2025-06-09 03:17:37,551,7,0
C0731,P0060,2025-12-23 00:56:46,312,12,0
C1032,P0107,2026-03-25 00:15:24,212,9,0
C0131,P0197,2025-08-15 13:36:44,30,6,0
C0635,P0186,2025-12-09 03:37:37,488,8,0
C1075,P0123,2026-02-28 18:34:45,9,13,0
C1184,P0001,2026-01-09 17:05:13,209,6,0
C0011,P0181,2025-09-09 08:25:47,12,9,1
C0936,P0032,2025-12-01 01:42:06,544,14,1
C1005,P0131,2025-07-30 18:16:36,232,11,0
C1748,P0062,2026-04-14 07:59:22,561,9,0
C0348,P0025,2026-05-17 08:07:47,238,13,1
C1068,P0174,2025-10-14 01:58:15,146,8,0
C0176,P0142,2025-09-11 04:20:08,453,2,0
C0135,P0088,2026-04-02 08:22:33,181,3,1
C1591,P0141,2025-09-19 05:14:17,461,8,0
C1080,P0015,2025-07-27 20:20:33,423,8,0
C1633,P0144,2025-09-08 02:49:02,12,13,0
C0215,P0173,2026-06-04 18:36:30,556,1,0
C1718,P0014,2025-10-02 01:43:44,249,14,1
C0309,P0127,2026-03-08 06:16:01,159,3,0
C1414,P0055,2025-10-19 21:29:27,304,2,0
C0784,P0012,2025-10-04 00:29:26,408,13,0
C1728,P0187,2026-03-12 14:51:46,282,1,0
C1018,P0047,2026-03-02 02:59:00,545,6,1
C0813,P0077,2025-10-01 07:15:28,525,8,0
C1039,P0164,2026-05-31 09:02:52,529,11,0
C0172,P0101,2025-07-14 14:52:51,331,8,0
C1509,P0122,2026-05-03 05:12:56,592,4,1
C0372,P0061,2025-07-16 19:18:31,428,5,0
C0477,P0126,2026-02-01 07:20:58,159,1,0
C1780,P0162,2025-08-24 12:23:13,72,8,1
C1301,P0161,2026-01-09 22:19:33,395,1,0
C0259,P0051,2025-08-25 11:55:58,99,6,0
C1488,P0123,2025-10-16 20:21:29,191,6,0
C0925,P0017,2025-11-08 23:11:32,377,12,0
C1430,P0152,2025-09-15 03:00:01,129,1,1
C0341,P0051,2025-06-09 21:33:39,182,11,0
C0952,P0071,2025-08-23 03:44:07,174,7,0
C0069,P0048,2025-08-04 09:01:46,385,9,1
C1301,P0082,2026-05-03 04:36:22,103,4,0
C1551,P0069,2026-04-04 01:19:46,465,3,0
C0844,P0062,2025-08-01 07:33:31,123,5,0
C0549,P0134,2025-11-26 11:32:50,459,10,0
C1514,P0008,2025-07-29 03:10:26,520,5,1
C1951,P0149,2025-09-09 22:58:31,492,9,1
C0655,P0163,2025-08-24 18:55:59,559,9,0
C0293,P0185,2026-02-14 23:49:14,558,12,0
C0317,P0142,2025-09-01 10:56:32,328,5,0
C0596,P0034,2026-02-16 07:51:55,80,1,0
C1944,P0148,2025-12-02 12:08:21,490,14,0
C1112,P0007,2026-01-01 01:24:04,554,4,0
C1679,P0174,2026-02-11 22:20:08,400,13,1
C1452,P0143,2026-01-17 14:32:35,367,14,1
C1585,P0021,2026-04-28 23:35:35,275,14,0
C0298,P0015,2025-07-02 00:23:58,238,4,0
C0027,P0093,2026-03-23 16:47:43,313,4,0
C0319,P0181,2025-11-25 10:46:30,573,8,0
C1844,P0107,2026-05-23 20:02:50,47,7,1
C1909,P0170,2025-08-09 23:46:17,264,5,0
C0645,P0080,2026-03-18 08:56:43,557,6,1
C0990,P0132,2026-03-25 17:47:31,259,2,0
C1731,P0149,2026-05-05 16:47:49,303,5,0
C1874,P0108,2025-10-23 11:19:15,457,9,0
C0212,P0156,2026-05-03 20:01:01,542,2,0
C1619,P0131,2025-10-25 08:50:40,333,4,1
C0256,P0049,2025-10-07 17:43:31,67,7,0
C0407,P0034,2025-09-26 16:29:13,109,9,0
C1861,P0015,2025-08-06 06:59:07,263,3,0
C1436,P0003,2025-08-10 09:56:25,264,8,0
C1695,P0045,2025-10-02 08:07:25,335,5,1
C1217,P0009,2025-09-30 10:34:17,405,6,0
C1089,P0131,2025-06-24 17:52:05,499,10,0
C1717,P0159,2026-01-22 22:12:16,34,10,0
C0328,P0064,2025-07-30 19:24:04,403,11,0
C0105,P0184,2026-01-31 05:27:22,334,4,0
C1641,P0047,2026-04-17 22:46:16,318,3,1
C1982,P0072,2025-10-15 16:32:42,490,12,0
C0410,P0027,2025-09-22 14:22:02,33,14,0
C0501,P0129,2026-06-07 11:12:54,64,11,1
C0220,P0185,2026-01-02 22:35:38,568,12,0
C0546,P0096,2025-07-09 01:25:24,93,12,0
C1946,P0200,2025-07-05 17:10:18,279,6,0
C0111,P0022,2025-12-18 18:47:00,481,1,0
C0678,P0128,2025-09-20 20:43:02,241,14,0
C0803,P0107,2025-10-12 13:02:22,132,3,0
C0851,P0138,2025-09-12 10:27:22,479,11,0
C0111,P0090,2025-12-04 00:47:28,284,13,0
C1248,P0101,2026-05-08 03:58:25,136,13,0
C0457,P0185,2025-08-29 16:32:15,102,8,0
C0293,P0048,2026-03-02 10:16:31,5,12,0
C0250,P0140,2025-09-29 09:35:23,153,11,0
C0044,P0115,2026-03-31 06:35:53,48,14,1
C1250,P0162,2025-08-31 20:39:19,257,4,0
C1472,P0116,2026-03-19 08:27:47,478,10,0
C1133,P0194,2025-08-17 15:15:59,39,3,0
C1926,P0019,2026-01-06 05:03:06,191,5,0
C0243,P0008,2025-09-03 03:49:49,526,3,1
C1702,P0029,2025-06-10 21:34:17,91,7,0
C0210,P0046,2025-11-14 08:29:04,471,12,0
C0026,P0010,2025-11-02 23:51:39,179,4,1
C1335,P0066,2026-01-02 04:16:09,583,7,1
C0055,P0031,2026-05-11 04:49:18,590,3,1
C1180,P0081,2026-05-09 22:21:22,151,5,0
C0599,P0020,2026-05-19 12:46:23,273,13,0
C1579,P0139,2026-01-26 14:22:35,405,6,0
C1330,P0028,2026-04-11 14:52:17,471,4,0
C1558,P0119,2026-05-27 05:20:48,105,7,0
C0802,P0097,2026-05-29 17:50:49,304,10,1
C0296,P0097,2025-07-27 20:43:10,134,11,0
C1180,P0074,2026-02-27 17:49:36,346,1,0
C1114,P0067,2026-03-09 10:38:30,459,12,0
C0712,P0076,2026-04-03 14:01:01,352,9,0
C1802,P0086,2025-07-23 09:24:06,106,9,0
C0481,P0108,2026-05-01 05:47:25,169,13,1
C1627,P0192,2025-12-03 13:19:27,339,6,0
C0734,P0107,2026-04-26 02:06:46,428,5,0
C1762,P0108,2026-05-26 04:46:35,64,2,0
C1274,P0048,2026-06-06 13:06:49,121,3,0
C0874,P0147,2025-08-02 14:08:00,549,12,0
C0509,P0165,2026-04-10 10:31:14,372,9,1
C1316,P0081,2026-02-06 22:24:16,290,12,0
C0684,P0012,2026-03-09 08:31:50,125,1,1
C1780,P0152,2026-02-02 08:02:26,192,11,1
C0013,P0091,2026-04-15 14:10:09,204,10,0
C1792,P0200,2025-12-09 03:56:22,452,4,0
C1864,P0073,2026-01-10 05:34:03,75,14,1
C1820,P0130,2025-06-29 20:46:06,47,8,0
C1037,P0111,2025-12-26 09:05:34,539,14,0
C1790,P0015,2025-12-03 04:14:35,577,3,1
C0460,P0064,2025-11-03 08:05:24,509,4,0
C0932,P0195,2026-04-03 17:30:29,329,3,1
C0761,P0175,2025-12-12 01:06:06,518,12,1
C0960,P0078,2025-06-15 01:15:10,288,11,1
C1078,P0067,2025-08-02 20:36:21,424,6,1
C0632,P0191,2026-05-23 15:03:58,413,6,1
C1328,P0167,2026-03-19 09:40:14,563,14,0
C1557,P0158,2026-01-31 04:24:12,352,9,0
C1908,P0154,2026-02-28 09:09:27,239,6,1
C0405,P0001,2026-04-02 14:04:40,593,5,0
C0558,P0137,2026-03-27 08:43:30,51,5,0
C0479,P0059,2026-05-09 08:19:02,570,6,0
C0524,P0192,2025-08-18 18:56:49,507,6,0
C0821,P0144,2025-09-28 00:31:48,265,9,0
C0686,P0014,2025-07-06 09:46:41,451,10,0
C1246,P0052,2026-04-29 06:31:51,120,10,0
C1589,P0109,2025-08-04 02:05:24,545,3,0
C0815,P0136,2025-07-10 21:33:39,423,5,1
C1763,P0096,2026-01-22 03:49:33,190,5,0
C1552,P0017,2025-12-03 23:51:15,164,6,1
C0762,P0180,2026-04-06 06:14:43,24,8,0
C1730,P0111,2026-03-11 20:49:04,214,1,1
C0058,P0093,2025-07-02 10:54:05,225,3,1
C1964,P0006,2026-04-07 22:02:36,368,7,0
C0562,P0118,2025-11-26 08:54:46,460,8,0
C1044,P0014,2026-05-24 14:26:12,137,9,0
C1832,P0034,2025-10-13 00:30:12,212,13,0
C1223,P0080,2026-03-09 14:41:07,587,11,0
C1614,P0078,2025-08-07 21:14:43,176,1,0
C1569,P0044,2026-03-17 04:31:19,424,7,0
C1184,P0195,2025-10-27 21:58:33,427,13,0
C0536,P0070,2026-02-27 20:22:16,220,8,1
C1751,P0054,2025-12-12 22:19:38,334,11,0
C1312,P0045,2026-01-02 06:18:47,202,8,0
C1505,P0053,2025-08-15 14:45:54,439,12,0
C0696,P0027,2026-02-19 16:16:11,170,14,0
C1298,P0127,2025-09-05 10:17:15,369,7,0
C0960,P0077,2025-07-28 21:13:36,377,8,0
C1950,P0049,2026-04-29 15:33:14,173,4,1
C1677,P0162,2025-08-26 18:45:16,360,14,0
C0125,P0025,2025-10-24 03:46:40,406,5,0
C0531,P0170,2025-08-09 20:25:15,258,9,0
C1056,P0149,2025-06-29 11:54:22,41,1,0
C1366,P0013,2025-08-28 09:48:19,187,1,0
C1289,P0088,2025-06-13 02:59:16,466,14,0
C1416,P0119,2026-05-20 09:51:16,535,12,1
C1966,P0094,2025-10-03 15:43:24,50,6,0
C1532,P0046,2026-03-19 06:03:36,530,5,0
C1855,P0072,2026-04-27 12:01:19,7,12,0
C1405,P0157,2026-04-01 02:21:43,515,13,0
C1868,P0175,2026-05-18 07:24:27,118,5,0
C1511,P0075,2026-04-26 00:38:39,254,11,0
C0715,P0059,2025-08-17 10:26:11,243,10,0
C0303,P0095,2025-12-23 10:04:52,338,1,0
C1645,P0106,2026-03-21 11:26:54,101,14,0
C1871,P0016,2026-01-14 16:15:10,560,10,0
C0376,P0134,2025-12-15 23:30:26,221,4,1
C0824,P0064,2025-10-30 23:36:44,200,14,0
C0418,P0095,2026-01-31 16:01:34,572,12,1
C0231,P0116,2025-12-25 21:47:02,525,9,1
C1224,P0078,2026-01-15 17:20:43,25,7,0
C0588,P0185,2026-04-30 15:15:07,438,3,0
C1584,P0123,2025-08-24 20:49:17,82,14,0
C1309,P0136,2025-11-20 15:27:03,144,9,1
C0998,P0026,2026-05-11 11:58:28,566,2,1
C1847,P0104,2026-01-09 01:54:47,444,14,0
C1158,P0128,2025-12-10 02:22:32,108,14,0
C0095,P0081,2025-08-27 04:45:55,577,12,0
C1265,P0013,2025-08-21 13:13:14,151,12,1
C1776,P0089,2025-07-07 09:34:57,99,11,0
C0293,P0025,2025-08-24 14:24:28,276,9,1
C1190,P0171,2025-09-23 20:33:20,91,14,0
C1670,P0023,2026-04-13 02:33:16,495,12,0
C1165,P0100,2025-08-03 23:23:36,107,2,0
C1926,P0063,2026-05-17 23:52:38,298,2,0
C1278,P0180,2025-08-13 07:23:10,44,8,0
C1725,P0008,2026-01-14 01:36:37,550,12,0
C0463,P0188,2026-02-28 06:19:41,487,14,0
C1046,P0087,2025-07-09 06:56:58,44,13,1
C1463,P0179,2026-02-18 08:22:54,137,13,1
C1564,P0084,2026-04-29 18:51:06,468,14,0
C0861,P0087,2025-08-18 08:35:47,284,2,0
C1287,P0166,2025-09-25 04:45:58,297,13,0
C1604,P0170,2025-10-13 06:57:16,452,2,1
C1002,P0087,2025-11-16 10:39:00,506,12,0
C1551,P0123,2025-08-15 02:47:23,205,11,0
C0250,P0181,2025-12-21 16:53:04,413,9,1
C0125,P0113,2025-08-05 02:33:55,141,7,1
C1520,P0166,2026-04-28 14:40:58,154,11,0
C0343,P0177,2025-07-13 17:31:11,584,13,1
C0783,P0065,2025-10-13 08:27:33,536,1,1
C1513,P0100,2026-01-18 02:44:10,256,6,1
C1101,P0135,2025-10-16 00:21:46,396,12,0
C0173,P0107,2025-10-04 13:33:41,205,9,0
C0376,P0074,2026-02-06 21:24:17,15,12,0
C0892,P0078,2025-08-06 22:10:36,439,12,1
C1632,P0050,2025-11-20 17:41:17,377,1,0
C0931,P0129,2025-07-15 00:36:44,580,13,1
C1156,P0087,2026-04-01 09:11:59,323,12,0
C1973,P0085,2026-02-26 17:59:38,172,13,0
C1204,P0058,2026-04-11 07:59:15,484,5,0
C1615,P0061,2026-05-10 05:42:05,373,9,1
C0719,P0034,2025-06-26 22:50:51,586,1,0
C0496,P0020,2026-03-20 16:50:27,319,5,0
C1751,P0161,2025-12-30 21:22:10,149,9,0
C1619,P0129,2025-11-07 17:10:56,273,14,1
C1947,P0198,2025-10-08 19:48:01,522,1,1
C0350,P0110,2026-02-25 20:19:36,487,7,0
C0650,P0051,2026-02-04 05:48:36,407,3,0
C1500,P0087,2025-07-19 00:26:45,72,4,0
C0979,P0042,2026-02-03 13:32:28,61,2,0
C0196,P0166,2025-07-31 05:55:35,66,7,0
C0112,P0199,2025-08-22 06:57:48,182,4,0
C0026,P0154,2025-12-30 10:14:28,535,9,1
C1341,P0020,2025-12-02 00:47:01,110,13,0
C1842,P0081,2025-09-13 20:40:28,400,10,0
C1857,P0158,2025-10-13 08:14:26,268,5,0
C0790,P0018,2026-01-09 13:07:11,176,9,0
C1987,P0054,2025-08-31 12:54:40,30,5,0
C1886,P0100,2025-06-29 08:48:55,30,2,1
C0264,P0138,2026-06-02 18:38:43,570,14,0
C1192,P0119,2025-08-30 21:22:06,85,5,0
C1938,P0096,2026-04-16 14:58:22,411,14,0
C1070,P0087,2026-02-27 17:27:44,57,8,1
C0704,P0191,2025-08-18 19:56:49,480,8,0
C0487,P0070,2025-08-25 12:31:56,506,13,1
C0620,P0047,2025-06-28 08:20:00,451,2,1
C0209,P0157,2025-12-29 18:44:52,431,6,1
C1395,P0064,2025-11-04 14:49:34,294,12,0
C0151,P0097,2026-01-29 21:05:36,381,13,0
C0855,P0102,2026-04-21 04:00:24,374,3,0
C0705,P0047,2025-09-15 10:36:15,393,9,0
C0973,P0118,2026-02-11 19:59:28,9,12,0
C1376,P0021,2025-06-17 21:59:15,128,2,1
C1301,P0054,2025-07-08 20:16:14,398,8,0
C0360,P0111,2025-11-03 04:27:16,473,9,0
C1652,P0188,2025-08-19 02:25:31,61,11,0
C1920,P0151,2025-10-07 00:10:50,154,4,0
C1186,P0120,2026-05-03 18:25:29,586,12,0
C1375,P0099,2025-11-22 12:35:43,171,10,0
C1687,P0070,2026-03-21 08:14:16,518,8,0
C0401,P0109,2025-07-06 11:39:38,581,6,1
C0581,P0121,2026-04-21 13:55:46,251,2,1
C1117,P0012,2025-06-29 01:51:03,325,11,0
C1840,P0088,2026-05-30 21:22:40,66,12,0
C0403,P0187,2026-04-05 00:12:03,571,12,0
C1327,P0002,2025-10-16 12:15:29,257,14,0
C0478,P0113,2026-01-16 17:15:38,164,1,0
C1190,P0011,2025-07-25 18:55:17,142,11,1
C0858,P0055,2025-11-20 16:06:22,21,4,1
C0133,P0188,2026-02-18 03:19:01,434,4,0
C0650,P0174,2026-05-15 00:21:48,416,1,0
C1707,P0154,2026-04-25 10:35:59,246,13,0
C1051,P0146,2026-01-09 01:54:28,364,12,0
C0202,P0106,2026-01-08 19:34:37,585,10,0
C0370,P0021,2025-09-07 21:19:20,156,6,0
C0899,P0095,2025-10-26 07:34:34,450,9,1
C1253,P0125,2026-01-11 02:02:09,240,2,0
C0554,P0020,2025-07-12 08:03:18,357,4,0
C1197,P0075,2025-12-01 09:08:40,563,5,0
C0217,P0049,2026-06-02 18:52:45,128,5,0
C1186,P0198,2026-05-27 06:12:07,406,14,0
C0275,P0040,2025-07-13 10:38:40,277,12,1
C0867,P0093,2026-02-27 21:20:22,46,1,1
C0379,P0107,2026-01-13 20:49:14,332,1,0
C0365,P0053,2025-11-23 21:51:04,488,7,0
C1925,P0024,2025-09-08 04:35:38,544,14,0
C0491,P0017,2025-10-07 14:05:23,233,4,0
C0003,P0165,2025-10-21 20:42:03,311,8,1
C1933,P0176,2026-02-27 01:51:17,519,1,1
C1609,P0159,2026-04-04 14:37:48,122,10,0
C0209,P0184,2025-11-25 11:56:00,38,9,0
C1342,P0120,2025-12-12 03:47:53,529,5,0
C1961,P0077,2026-05-30 21:54:49,93,4,0
C0740,P0191,2025-06-24 19:37:06,526,12,1
C1401,P0126,2026-03-28 09:48:15,138,11,0
C0248,P0140,2025-06-15 21:56:26,322,4,0
C1200,P0067,2025-10-28 12:57:27,590,7,0
C0804,P0142,2025-09-05 00:24:48,373,5,0
C1646,P0114,2026-03-10 21:35:31,583,14,0
C1110,P0019,2026-04-01 05:05:05,464,6,0
C1349,P0010,2026-01-13 02:23:36,493,1,0
C0397,P0128,2025-07-24 19:42:13,359,3,0
C0288,P0112,2026-04-05 02:59:32,540,3,0
C0851,P0070,2025-09-27 12:40:58,172,6,1
C0621,P0172,2025-10-31 19:13:30,494,3,0
C0196,P0033,2025-11-20 08:58:14,15,6,0
C1280,P0140,2026-02-18 06:00:38,413,10,0
C1283,P0003,2025-10-04 06:13:29,88,12,1
C1687,P0176,2025-08-03 21:18:42,476,11,0
C1448,P0134,2026-02-10 20:25:03,384,11,0
C0277,P0114,2025-12-25 04:28:52,17,6,1
C0035,P0047,2025-08-17 08:43:24,218,12,0
C0405,P0146,2026-03-06 09:00:49,163,12,0
C1661,P0110,2026-04-04 23:51:54,553,5,0
C1550,P0091,2026-05-14 06:58:35,283,12,0
C1949,P0175,2025-08-23 10:03:43,546,3,1
C1114,P0038,2025-10-07 00:05:10,599,11,1
C1753,P0104,2025-08-17 08:45:04,490,4,1
C1239,P0015,2026-05-20 18:44:40,263,10,0
C1487,P0120,2025-12-02 00:00:46,132,3,0
C0523,P0176,2025-07-18 14:34:36,329,10,0
C1550,P0050,2026-01-07 17:06:17,588,5,0
C0391,P0127,2026-01-12 10:16:50,20,7,0
C0846,P0101,2025-06-23 03:50:04,572,9,0
C0132,P0048,2025-12-05 10:33:05,252,1,1
C1647,P0164,2025-06-11 05:44:40,353,4,0
C0550,P0101,2026-05-31 08:56:49,322,9,0
C1072,P0010,2025-10-22 19:49:56,237,4,0
C0413,P0004,2025-09-23 22:39:39,48,8,0
C1578,P0114,2025-11-24 16:55:43,401,14,0
C1279,P0161,2026-01-02 00:22:20,281,6,0
C0441,P0069,2026-03-15 12:48:11,513,6,0
C1766,P0067,2025-07-06 23:13:37,308,12,1
C0484,P0161,2025-11-01 02:46:17,552,1,0
C1183,P0149,2026-05-23 05:52:34,31,11,0
C0584,P0101,2025-07-10 06:44:57,100,10,0
C0322,P0140,2025-06-23 15:28:49,282,1,0
C0263,P0107,2025-11-13 04:10:15,584,5,0
C0294,P0096,2025-08-03 21:08:19,399,1,0
C0921,P0042,2026-03-08 00:38:58,184,8,0
C0693,P0184,2026-01-28 10:42:55,341,8,1
C1467,P0173,2025-09-02 12:49:42,543,4,0
C1682,P0091,2025-08-23 06:01:27,276,2,0
C1029,P0082,2025-11-28 00:25:32,223,6,1
C0593,P0070,2025-08-11 18:11:15,119,7,0
C1330,P0142,2025-07-25 04:14:50,426,8,0
C0207,P0111,2025-11-19 10:43:10,307,1,0
C1579,P0091,2025-12-13 08:34:44,289,9,0
C1765,P0133,2025-11-21 11:38:49,225,12,1
C1141,P0070,2025-09-13 07:54:50,74,14,0
C0427,P0132,2026-03-16 03:23:20,572,13,0
C0443,P0089,2026-01-25 07:35:27,141,8,0
C0131,P0176,2026-01-11 02:59:21,175,11,0
C0612,P0129,2026-02-16 01:30:02,61,5,0
C0246,P0144,2026-03-24 09:30:59,55,11,0
C0218,P0104,2026-01-18 16:43:39,571,1,0
C1882,P0156,2025-12-06 16:44:31,569,10,0
C0841,P0188,2026-01-31 05:46:01,29,6,0
C1877,P0152,2026-04-13 13:34:20,540,12,1
C1084,P0178,2025-07-28 13:07:25,70,14,0
C0565,P0160,2026-05-13 14:44:37,110,12,0
C1712,P0039,2026-04-29 09:56:54,172,10,0
C1903,P0104,2026-01-09 12:37:08,208,8,0
C1999,P0026,2025-07-16 11:47:47,47,3,1
C1134,P0100,2025-11-27 19:26:52,53,3,0
C1179,P0137,2025-07-26 02:13:32,507,7,1
C1857,P0199,2025-08-22 15:10:27,75,4,0
C1543,P0200,2025-09-15 03:04:48,340,3,0
C1517,P0138,2025-06-10 10:02:14,217,5,0
C1790,P0101,2025-08-26 08:33:13,252,6,0
C0359,P0126,2025-06-26 17:13:51,520,8,0
C0663,P0176,2025-07-04 12:49:44,430,3,1
C1627,P0003,2025-08-21 17:19:48,85,10,0
C1457,P0094,2026-01-30 08:37:49,130,1,0
C1941,P0100,2026-02-20 10:57:45,313,7,1
C1254,P0089,2025-09-12 21:14:46,314,9,1
C1044,P0113,2025-09-10 05:04:34,565,10,0
C1671,P0029,2026-03-30 13:09:08,564,13,0
C0269,P0003,2026-03-31 21:13:41,20,14,0
C1382,P0134,2025-08-04 09:13:11,137,8,0
C1991,P0127,2026-03-23 02:20:16,548,1,0
C0269,P0158,2025-11-28 16:21:48,29,5,0
C0316,P0059,2026-05-24 21:39:26,280,2,1
C0389,P0188,2025-11-24 05:30:25,431,9,0
C0697,P0054,2025-09-24 17:14:14,372,13,1
C0342,P0037,2025-08-08 00:27:09,308,12,0
C1398,P0182,2026-03-11 08:36:01,116,14,1
C1030,P0162,2025-12-30 23:09:16,283,14,1
C1876,P0013,2025-11-18 18:47:04,307,12,0
C1641,P0160,2025-07-04 08:34:05,158,2,1
C0181,P0014,2025-08-08 23:48:04,184,9,1
C1828,P0008,2026-05-11 06:58:55,172,6,0
C1174,P0016,2025-12-28 23:51:07,95,8,0
C1980,P0060,2026-03-03 00:31:46,270,9,1
C0031,P0021,2025-08-10 03:28:30,597,1,0
C1567,P0149,2026-04-04 02:11:33,552,1,0
C0132,P0068,2026-04-11 01:26:05,136,1,0
C0521,P0030,2025-12-11 16:00:46,305,4,0
C1349,P0023,2025-12-13 19:45:58,20,6,0
C0997,P0072,2026-01-27 17:37:00,450,1,1
C1527,P0188,2026-06-02 19:17:00,234,11,0
C1744,P0133,2025-10-13 04:09:26,267,3,0
C1089,P0009,2025-07-20 19:21:30,342,13,0
C0378,P0175,2025-06-15 08:22:03,156,12,0
C1290,P0073,2026-04-01 09:15:18,167,6,0
C1367,P0111,2025-08-02 10:23:48,469,14,0
C1223,P0016,2025-06-16 14:13:32,300,4,1
C0511,P0020,2025-10-17 10:33:15,243,5,0
C1325,P0006,2025-08-30 16:54:14,224,11,0
C1790,P0197,2025-11-15 07:19:34,437,7,0
C1894,P0130,2026-03-05 16:49:18,299,6,0
C0405,P0168,2026-03-12 19:58:29,598,6,0
C0752,P0110,2025-07-01 06:17:07,16,1,0
C0165,P0110,2026-05-01 19:34:16,298,7,0
C0078,P0178,2025-06-24 04:52:04,581,6,1
C1987,P0101,2026-04-17 20:06:26,81,2,0
C1919,P0189,2025-07-19 06:31:15,526,13,0
C1328,P0190,2025-12-27 14:55:34,494,13,0
C1452,P0047,2026-02-04 04:55:04,363,11,0
C1077,P0092,2026-01-06 20:13:49,593,12,0
C0556,P0156,2025-07-10 04:23:55,6,5,0
C0825,P0057,2025-06-23 06:14:23,62,14,0
C1204,P0157,2026-04-21 22:23:40,39,11,0
C0944,P0033,2025-11-02 13:00:42,375,11,1
C0329,P0078,2025-07-04 04:06:47,308,3,1
C0221,P0164,2025-12-15 04:13:52,484,7,0
C0375,P0172,2025-10-22 15:27:25,258,2,0
C0188,P0191,2025-08-08 19:36:01,393,7,0
C1399,P0086,2025-10-25 01:35:31,478,10,0
C0844,P0040,2026-01-06 10:36:53,535,1,0
C0963,P0146,2026-06-04 07:12:28,386,2,1
C0517,P0093,2025-09-08 20:43:50,430,4,0
C1118,P0106,2025-08-03 04:58:54,137,2,0
C1365,P0058,2026-05-21 18:58:06,595,4,1
C1544,P0159,2025-12-11 14:39:19,272,5,0
C1886,P0190,2025-08-18 22:15:07,478,1,0
C0410,P0100,2026-03-23 00:15:37,197,11,0
C1295,P0114,2025-12-27 17:15:57,527,7,0
C1794,P0065,2026-05-05 00:39:01,276,6,0
C1686,P0106,2025-08-12 02:37:51,150,1,0
C1310,P0010,2025-09-21 01:10:34,190,14,0
C1621,P0134,2026-05-17 18:36:37,175,5,0
C1997,P0018,2025-10-19 14:16:32,506,12,0
C1624,P0027,2025-09-12 19:52:27,72,6,1
C0408,P0040,2025-12-26 07:30:10,113,10,1
C0578,P0168,2025-12-05 18:12:01,266,2,0
C0849,P0102,2025-08-09 08:09:10,241,7,0
C1390,P0030,2026-01-20 17:51:58,382,5,0
C0830,P0138,2025-11-18 20:45:57,380,11,0
C0653,P0076,2025-08-09 23:00:52,13,4,0
C0807,P0024,2026-03-06 00:53:25,294,7,0
C1085,P0169,2026-01-24 12:36:19,393,2,0
C1924,P0051,2026-02-27 22:10:45,568,10,0
C0679,P0008,2026-02-09 02:53:40,373,13,0
C0344,P0028,2025-09-24 13:41:15,379,11,0
C1051,P0193,2026-02-15 10:52:18,361,14,0
C1086,P0166,2025-10-07 14:04:40,555,12,0
C1301,P0094,2025-07-08 22:56:55,435,3,1
C1712,P0121,2026-04-18 14:58:06,529,5,1
C0899,P0160,2026-01-05 08:48:11,167,3,0
C0910,P0176,2025-06-17 21:34:20,341,11,0
C1348,P0173,2026-02-02 19:48:07,68,5,1
C1346,P0066,2025-12-17 08:07:08,561,7,0
C0458,P0067,2025-10-04 01:00:38,457,3,0
C1958,P0170,2026-04-26 11:08:01,182,3,0
C0280,P0088,2026-03-20 23:56:57,21,8,1
C0202,P0194,2025-08-27 12:05:36,198,5,0
C0375,P0120,2025-12-29 23:55:29,39,1,0
C0029,P0007,2025-12-25 09:12:23,225,5,0
C1957,P0023,2025-12-27 11:08:05,357,8,0
C0076,P0176,2025-08-05 02:41:37,526,5,1
C0280,P0175,2026-05-31 13:26:16,299,10,1
C1475,P0066,2025-09-30 05:41:58,522,5,0
C1097,P0074,2025-07-21 13:21:15,40,11,1
C1923,P0170,2026-05-23 00:43:15,48,11,1
C1953,P0060,2025-12-09 22:24:45,474,13,1
C1491,P0083,2025-11-28 17:45:09,458,13,0
C0595,P0077,2026-05-06 06:19:30,511,10,0
C1494,P0021,2025-08-17 00:35:23,232,8,0
C1154,P0175,2025-11-30 12:31:40,418,11,1
C1095,P0148,2026-01-02 19:27:58,566,7,0
C1421,P0081,2025-12-16 13:41:21,509,14,1
C0276,P0124,2025-09-24 12:31:58,17,3,0
C0978,P0175,2026-05-21 11:49:55,389,10,0
