transaction_id,customer_id,product_id,purchase_date,quantity,unit_price,total_amount,payment_method,returned
T05692,C1540,P0160,2025-10-18 03:45:10,3,56.05,168.15,Card,0
T05693,C0794,P0006,2026-02-08 08:16:21,1,469.58,469.58,Cash on Delivery,0
T05694,C0370,P0130,2025-08-28 01:58:15,2,370.26,740.52,Card,0
T05695,C1411,P0085,2026-01-17 05:38:48,2,327.72,655.44,Card,1
T05696,C0571,P0035,2025-08-13 09:55:27,2,165.97,331.94,Cash on Delivery,0
T05697,C0377,P0038,2025-11-07 12:46:50,1,362.26,362.26,Card,0
T05698,C1226,P0143,2026-04-13 04:14:06,3,320.02,960.06,Mobile Money,0
T05699,C1474,P0100,2025-12-29 04:45:02,2,42.3,84.6,Card,0
T05700,C1964,P0045,2025-09-30 06:53:57,4,148.43,593.72,Cash on Delivery,0
T05701,C1267,P0118,2025-11-15 20:43:56,1,263.51,263.51,Mobile Money,0
T05702,C1525,P0029,2025-06-22 19:58:29,3,387.26,1161.78,Cash on Delivery,0
T05703,C0930,P0084,2025-11-08 21:54:24,1,156.16,156.16,Mobile Money,0
T05704,C0373,P0187,2026-06-06 03:54:16,1,115.68,115.68,Cash on Delivery,0
T05705,C1043,P0043,2026-02-08 07:15:49,1,128.4,128.4,Mobile Money,0
T05706,C0011,P0008,2026-01-03 10:47:10,3,8.5,25.5,Cash on Delivery,0
T05707,C1649,P0008,2025-09-05 00:12:20,1,8.5,8.5,Mobile Money,0
T05708,C1159,P0148,2025-12-30 00:54:57,2,54.89,109.78,Mobile Money,0
T05709,C1959,P0117,2026-02-11 18:10:07,1,155.12,155.12,Card,0
T05710,C0362,P0074,2026-04-01 15:03:18,4,118.13,472.52,Card,0
T05711,C0788,P0118,2026-04-14 03:39:36,3,263.51,790.53,Mobile Money,0
T05712,C0997,P0011,2026-05-06 10:48:59,4,393.66,1574.64,Mobile Money,0
T05713,C1882,P0042,2026-02-02 10:03:43,4,283.82,1135.28,Card,1
T05714,C0308,P0052,2025-10-19 23:51:31,1,257.82,257.82,Cash on Delivery,0
T05715,C0195,P0137,2026-05-31 15:30:53,3,235.01,705.03,Card,0
T05716,C1927,P0095,2025-10-02 05:52:49,2,17.04,34.08,Cash on Delivery,0
T05717,C1256,P0002,2025-07-25 00:51:46,1,390.95,390.95,Card,0
T05718,C1014,P0076,2026-04-23 09:47:51,2,498.15,996.3,Card,0
T05719,C0297,P0094,2025-10-23 16:16:01,1,118.94,118.94,Mobile Money,0
T05720,C0593,P0180,2026-02-28 12:56:00,3,389.69,1169.07,Card,0
T05721,C0077,P0193,2025-08-12 07:45:00,4,315.64,1262.56,Mobile Money,0
T05722,C2000,P0038,2026-01-26 19:45:05,3,362.26,1086.78,Card,0
T05723,C1206,P0042,2026-04-07 16:13:12,3,283.82,851.46,Card,0
T05724,C1856,P0195,2026-03-22 21:18:35,2,475.45,950.9,Mobile Money,0
T05725,C0637,P0132,2025-09-14 03:08:30,3,181.21,543.63,Card,1
T05726,C1339,P0141,2026-04-07 12:38:56,3,343.56,1030.68,Mobile Money,0
T05727,C1817,P0065,2025-06-28 13:38:10,4,318.6,1274.4,Cash on Delivery,0
T05728,C1260,P0037,2025-11-14 08:26:06,2,64.2,128.4,Mobile Money,0
T05729,C0654,P0124,2025-06-16 10:03:30,3,222.29,666.87,Card,0
T05730,C0765,P0094,2025-11-16 20:29:39,4,118.94,475.76,Cash on Delivery,0
T05731,C0510,P0067,2025-10-15 02:49:13,4,97.33,389.32,Mobile Money,0
T05732,C0705,P0103,2025-08-25 19:06:57,3,349.53,1048.59,Mobile Money,0
T05733,C0838,P0166,2026-05-23 16:05:11,2,226.98,453.96,Card,0
T05734,C1804,P0059,2026-01-13 22:18:32,2,253.83,507.66,Mobile Money,0
T05735,C1702,P0182,2025-07-20 16:51:23,3,248.85,746.55,Mobile Money,0
T05736,C0266,P0174,2025-07-27 20:25:51,3,351.98,1055.94,Cash on Delivery,0
T05737,C0606,P0009,2025-06-19 09:11:44,3,307.87,923.61,Cash on Delivery,0
T05738,C1302,P0052,2025-09-04 10:25:53,3,257.82,773.46,Mobile Money,0
T05739,C1096,P0073,2026-05-03 22:27:47,3,462.72,1388.16,Card,0
T05740,C0517,P0118,2025-11-28 16:19:30,4,263.51,1054.04,Cash on Delivery,0
T05741,C1490,P0083,2026-02-16 20:12:04,2,333.43,666.86,Mobile Money,1
T05742,C1747,P0121,2026-03-20 03:19:44,1,351.26,351.26,Mobile Money,0
T05743,C0570,P0006,2026-05-16 19:55:56,1,469.58,469.58,Cash on Delivery,0
T05744,C1221,P0043,2026-04-06 15:22:36,4,128.4,513.6,Mobile Money,0
T05745,C1573,P0072,2026-01-09 19:27:14,3,339.47,1018.41,Card,0
T05746,C0998,P0058,2025-07-19 03:57:51,1,498.88,498.88,Mobile Money,0
T05747,C1490,P0127,2026-05-15 17:16:43,1,458.03,458.03,Card,1
T05748,C1296,P0154,2025-09-18 14:46:25,2,402.72,805.44,Cash on Delivery,0
T05749,C0151,P0150,2025-07-13 11:26:11,2,162.89,325.78,Card,0
T05750,C0643,P0175,2025-09-27 12:12:54,3,446.49,1339.47,Mobile Money,1
T05751,C0367,P0012,2026-05-28 14:26:45,3,491.7,1475.1,Cash on Delivery,1
T05752,C0820,P0139,2026-05-23 06:40:14,2,134.14,268.28,Card,0
T05753,C0704,P0178,2026-04-29 15:17:04,1,473.89,473.89,Mobile Money,0
T05754,C0541,P0127,2025-08-10 07:03:53,2,458.03,916.06,Card,0
T05755,C1710,P0121,2025-08-03 07:43:32,2,351.26,702.52,Mobile Money,1
T05756,C1203,P0144,2026-03-12 17:27:31,2,197.14,394.28,Card,0
T05757,C0651,P0101,2026-03-21 00:59:52,3,426.31,1278.93,Mobile Money,0
T05758,C1789,P0191,2026-03-25 18:55:29,1,484.8,484.8,Mobile Money,0
T05759,C0019,P0089,2025-07-19 06:01:57,2,51.37,102.74,Mobile Money,0
T05760,C0122,P0160,2026-05-29 19:35:26,2,56.05,112.1,Card,0
T05761,C0460,P0072,2026-05-14 10:16:32,3,339.47,1018.41,Mobile Money,0
T05762,C0582,P0169,2025-08-24 07:10:55,3,465.81,1397.43,Mobile Money,0
T05763,C0026,P0149,2026-01-18 12:04:04,1,311.04,311.04,Cash on Delivery,0
T05764,C1251,P0129,2025-08-05 07:25:41,1,467.63,467.63,Cash on Delivery,0
T05765,C1650,P0155,2025-08-17 23:22:33,2,214.62,429.24,Mobile Money,1
T05766,C1857,P0194,2026-02-06 19:55:59,4,369.86,1479.44,Card,0
T05767,C0121,P0010,2025-09-07 20:29:37,3,487.01,1461.03,Mobile Money,0
T05768,C1093,P0126,2025-06-27 17:59:21,1,349.51,349.51,Cash on Delivery,0
T05769,C1525,P0041,2026-04-24 06:45:12,2,20.56,41.12,Cash on Delivery,0
T05770,C0382,P0045,2026-04-29 05:48:46,3,148.43,445.29,Mobile Money,0
T05771,C0497,P0027,2025-08-12 15:40:34,1,273.63,273.63,Mobile Money,1
T05772,C0707,P0084,2026-06-02 17:07:27,4,156.16,624.64,Cash on Delivery,0
T05773,C1531,P0049,2026-05-30 02:57:51,4,181.37,725.48,Mobile Money,0
T05774,C1241,P0121,2025-08-09 20:48:27,1,351.26,351.26,Card,0
T05775,C1598,P0114,2025-12-11 12:59:57,2,22.79,45.58,Cash on Delivery,0
T05776,C0752,P0043,2026-01-13 00:21:19,3,128.4,385.2,Cash on Delivery,0
T05777,C0836,P0096,2026-06-05 02:43:19,3,497.3,1491.9,Card,0
T05778,C0487,P0127,2025-07-06 03:41:44,2,458.03,916.06,Card,1
T05779,C1305,P0048,2026-04-23 08:24:43,3,446.82,1340.46,Mobile Money,0
T05780,C1176,P0192,2026-06-03 23:41:38,3,112.32,336.96,Cash on Delivery,0
T05781,C0231,P0009,2025-06-17 19:05:37,4,307.87,1231.48,Cash on Delivery,0
T05782,C1595,P0095,2025-10-18 12:48:04,1,17.04,17.04,Mobile Money,0
T05783,C0863,P0017,2025-07-27 06:37:36,3,65.41,196.23,Card,0
T05784,C0357,P0196,2026-02-03 00:45:17,4,57.84,231.36,Mobile Money,0
T05785,C1329,P0136,2026-01-10 23:21:19,2,248.35,496.7,Card,0
T05786,C1194,P0006,2025-09-29 05:30:11,1,469.58,469.58,Cash on Delivery,1
T05787,C0911,P0200,2025-10-17 23:45:07,4,270.37,1081.48,Card,0
T05788,C1093,P0082,2026-02-06 06:30:16,3,292.44,877.32,Cash on Delivery,0
T05789,C0737,P0114,2026-01-09 16:04:22,3,22.79,68.37,Mobile Money,1
T05790,C1770,P0066,2025-12-03 22:45:44,3,400.18,1200.54,Card,0
T05791,C0920,P0187,2025-08-14 03:28:56,4,115.68,462.72,Cash on Delivery,0
T05792,C1951,P0051,2025-06-14 00:19:13,1,179.52,179.52,Card,0
T05793,C1116,P0075,2025-12-15 13:04:06,2,279.82,559.64,Mobile Money,0
T05794,C0580,P0112,2025-07-31 14:34:52,4,445.55,1782.2,Cash on Delivery,0
T05795,C0076,P0106,2025-10-26 09:29:11,4,164.66,658.64,Mobile Money,0
T05796,C1387,P0086,2025-10-08 10:59:53,3,13.95,41.85,Mobile Money,1
T05797,C0592,P0191,2026-04-18 04:47:52,4,484.8,1939.2,Cash on Delivery,0
T05798,C0028,P0024,2026-01-18 22:56:00,3,262.81,788.43,Mobile Money,0
T05799,C1629,P0121,2025-08-31 20:15:09,2,351.26,702.52,Mobile Money,0
T05800,C0890,P0085,2026-02-13 15:51:32,4,327.72,1310.88,Mobile Money,0
T05801,C0031,P0089,2026-04-15 21:40:38,3,51.37,154.11,Card,1
T05802,C1834,P0143,2025-09-28 10:51:27,3,320.02,960.06,Mobile Money,0
T05803,C0050,P0102,2025-12-10 09:29:02,2,189.48,378.96,Mobile Money,0
T05804,C0944,P0124,2026-04-08 03:08:14,1,222.29,222.29,Mobile Money,0
T05805,C1731,P0013,2026-02-18 10:27:50,4,305.73,1222.92,Card,0
T05806,C0475,P0079,2026-05-11 01:10:46,3,449.07,1347.21,Card,0
T05807,C1030,P0091,2025-06-08 16:15:45,2,199.58,399.16,Cash on Delivery,0
T05808,C1982,P0025,2026-03-26 23:40:36,4,197.4,789.6,Mobile Money,0
T05809,C1423,P0150,2026-03-09 17:48:26,4,162.89,651.56,Cash on Delivery,0
T05810,C0786,P0026,2026-03-25 13:12:22,3,295.44,886.32,Cash on Delivery,0
T05811,C1854,P0073,2026-04-11 02:09:03,3,462.72,1388.16,Cash on Delivery,1
T05812,C1458,P0068,2025-09-04 02:29:41,4,166.35,665.4,Cash on Delivery,0
T05813,C1517,P0063,2026-05-16 13:09:12,1,382.0,382.0,Card,0
T05814,C1331,P0134,2025-10-29 03:36:33,2,25.16,50.32,Mobile Money,0
T05815,C0943,P0012,2026-02-02 13:30:38,3,491.7,1475.1,Cash on Delivery,0
T05816,C0007,P0126,2026-04-29 23:51:29,1,349.51,349.51,Cash on Delivery,0
T05817,C1203,P0157,2025-08-04 01:37:18,2,128.76,257.52,Card,1
T05818,C1467,P0183,2026-02-26 08:34:44,4,287.88,1151.52,Mobile Money,0
T05819,C1252,P0184,2025-11-25 23:59:05,2,63.18,126.36,Card,0
T05820,C1320,P0146,2026-04-01 03:13:17,2,196.12,392.24,Cash on Delivery,1
T05821,C0952,P0089,2026-04-17 08:44:57,3,51.37,154.11,Mobile Money,0
T05822,C0452,P0163,2026-02-01 11:09:38,2,479.48,958.96,Mobile Money,0
T05823,C1876,P0106,2026-01-01 19:51:37,4,164.66,658.64,Mobile Money,0
T05824,C0912,P0162,2026-05-21 04:43:46,4,448.28,1793.12,Mobile Money,0
T05825,C0645,P0123,2025-12-04 17:07:14,2,25.33,50.66,Mobile Money,0
T05826,C0035,P0061,2025-10-06 19:36:36,4,76.72,306.88,Card,0
T05827,C0384,P0108,2026-04-24 07:57:37,3,151.77,455.31,Mobile Money,0
T05828,C0811,P0001,2026-03-05 09:03:15,2,190.4,380.8,Mobile Money,1
T05829,C1895,P0032,2026-04-17 02:05:46,4,463.52,1854.08,Cash on Delivery,0
T05830,C0095,P0191,2025-12-20 05:32:48,1,484.8,484.8,Card,0
T05831,C0030,P0109,2025-06-20 16:04:56,2,434.2,868.4,Mobile Money,0
T05832,C0609,P0010,2025-07-23 00:18:15,3,487.01,1461.03,Cash on Delivery,0
T05833,C0760,P0039,2026-03-30 22:11:06,1,249.43,249.43,Cash on Delivery,0
T05834,C0414,P0123,2026-02-04 21:27:57,1,25.33,25.33,Card,0
T05835,C0615,P0162,2026-01-13 19:41:10,4,448.28,1793.12,Mobile Money,0
T05836,C0651,P0022,2026-02-12 18:20:00,1,200.6,200.6,Cash on Delivery,0
T05837,C0907,P0160,2026-02-09 03:57:26,4,56.05,224.2,Card,0
T05838,C0672,P0139,2025-07-02 16:13:45,1,134.14,134.14,Mobile Money,0
T05839,C0800,P0083,2025-10-15 07:12:10,3,333.43,1000.29,Mobile Money,1
T05840,C0576,P0061,2025-12-22 10:51:59,1,76.72,76.72,Cash on Delivery,0
T05841,C1448,P0192,2025-09-26 14:00:39,4,112.32,449.28,Card,1
T05842,C1066,P0091,2026-01-23 16:26:47,2,199.58,399.16,Card,1
T05843,C1361,P0039,2025-07-22 10:09:32,2,249.43,498.86,Mobile Money,1
T05844,C0928,P0001,2025-09-17 17:58:33,1,190.4,190.4,Cash on Delivery,1
T05845,C0206,P0125,2025-08-26 19:17:05,4,96.25,385.0,Mobile Money,0
T05846,C0850,P0159,2026-02-02 12:52:50,2,341.52,683.04,Card,1
T05847,C1678,P0078,2025-08-20 14:17:25,3,143.04,429.12,Mobile Money,1
T05848,C0965,P0197,2026-01-10 13:14:13,4,98.12,392.48,Card,0
T05849,C1404,P0054,2026-02-12 00:15:38,1,471.74,471.74,Mobile Money,0
T05850,C0415,P0080,2025-11-19 03:14:59,3,444.45,1333.35,Cash on Delivery,0
T05851,C0639,P0197,2025-08-14 14:15:19,1,98.12,98.12,Card,0
T05852,C1062,P0158,2026-03-15 04:10:21,3,465.72,1397.16,Cash on Delivery,0
T05853,C0288,P0157,2025-12-25 06:51:04,1,128.76,128.76,Cash on Delivery,1
T05854,C1642,P0112,2025-08-02 09:06:25,2,445.55,891.1,Cash on Delivery,1
T05855,C1837,P0091,2025-10-12 00:25:11,2,199.58,399.16,Cash on Delivery,0
T05856,C1540,P0049,2025-10-04 01:58:00,1,181.37,181.37,Mobile Money,0
T05857,C0320,P0146,2025-10-01 16:44:23,2,196.12,392.24,Cash on Delivery,0
T05858,C1913,P0156,2025-09-02 11:28:47,4,495.3,1981.2,Cash on Delivery,0
T05859,C1023,P0186,2025-07-23 19:48:38,3,241.47,724.41,Card,0
T05860,C1556,P0090,2025-09-11 10:06:18,4,128.98,515.92,Cash on Delivery,0
T05861,C1698,P0077,2026-01-20 02:27:25,4,450.71,1802.84,Card,0
T05862,C1651,P0087,2025-06-28 10:13:08,2,374.51,749.02,Cash on Delivery,0
T05863,C1157,P0094,2025-11-06 19:38:25,2,118.94,237.88,Card,0
T05864,C1033,P0172,2026-02-13 08:24:10,2,75.78,151.56,Cash on Delivery,1
T05865,C0682,P0043,2025-08-01 08:36:55,4,128.4,513.6,Mobile Money,0
T05866,C1193,P0065,2025-11-27 10:26:43,2,318.6,637.2,Cash on Delivery,0
T05867,C1754,P0192,2026-05-14 14:38:50,3,112.32,336.96,Cash on Delivery,0
T05868,C1367,P0146,2026-02-17 13:14:36,4,196.12,784.48,Card,0
T05869,C0858,P0174,2026-01-18 07:19:05,4,351.98,1407.92,Mobile Money,0
T05870,C1524,P0194,2026-02-21 23:49:55,4,369.86,1479.44,Card,0
T05871,C1662,P0005,2026-04-09 03:47:49,1,15.19,15.19,Card,0
T05872,C0355,P0004,2025-10-19 02:14:47,3,170.19,510.57,Card,1
T05873,C1260,P0049,2026-01-17 13:06:32,4,181.37,725.48,Cash on Delivery,0
T05874,C1914,P0085,2025-08-26 04:16:50,4,327.72,1310.88,Mobile Money,0
T05875,C1989,P0180,2026-01-26 10:49:23,4,389.69,1558.76,Cash on Delivery,1
T05876,C1446,P0149,2026-03-19 23:18:08,3,311.04,933.12,Card,1
T05877,C1853,P0133,2026-03-07 08:18:15,1,174.23,174.23,Cash on Delivery,0
T05878,C1554,P0136,2025-12-05 19:16:58,2,248.35,496.7,Cash on Delivery,1
T05879,C0677,P0132,2025-07-29 18:22:23,4,181.21,724.84,Cash on Delivery,0
T05880,C1446,P0127,2025-11-22 16:46:40,3,458.03,1374.09,Mobile Money,0
T05881,C0560,P0155,2025-10-26 14:51:06,1,214.62,214.62,Cash on Delivery,0
T05882,C1072,P0046,2025-12-27 22:40:45,2,314.06,628.12,Mobile Money,0
T05883,C1656,P0187,2026-05-03 17:31:40,2,115.68,231.36,Card,0
T05884,C0531,P0132,2025-08-08 14:55:58,3,181.21,543.63,Mobile Money,0
T05885,C0475,P0185,2025-11-30 21:28:13,3,342.11,1026.33,Mobile Money,0
T05886,C1285,P0042,2025-11-28 21:55:10,4,283.82,1135.28,Cash on Delivery,0
T05887,C1987,P0048,2025-08-27 18:23:12,1,446.82,446.82,Mobile Money,1
T05888,C0728,P0026,2025-09-30 17:25:51,2,295.44,590.88,Mobile Money,0
T05889,C1645,P0190,2025-07-24 13:15:27,1,459.96,459.96,Mobile Money,1
T05890,C0343,P0135,2025-06-20 13:53:28,4,91.79,367.16,Mobile Money,0
T05891,C0841,P0155,2025-10-17 13:55:43,2,214.62,429.24,Card,0
T05892,C0894,P0056,2025-07-18 15:37:12,3,486.03,1458.09,Cash on Delivery,1
T05893,C1339,P0141,2025-11-06 07:55:23,2,343.56,687.12,Cash on Delivery,0
T05894,C0851,P0038,2025-09-28 23:24:41,1,362.26,362.26,Card,0
T05895,C1477,P0196,2026-04-25 19:22:04,2,57.84,115.68,Mobile Money,0
T05896,C0209,P0001,2025-07-02 07:28:42,2,190.4,380.8,Cash on Delivery,1
T05897,C0565,P0137,2026-04-16 16:44:47,4,235.01,940.04,Cash on Delivery,0
T05898,C1620,P0088,2026-05-31 16:11:13,2,361.87,723.74,Card,0
T05899,C0036,P0077,2026-02-27 22:09:57,1,450.71,450.71,Mobile Money,1
T05900,C0018,P0027,2025-10-30 09:13:02,2,273.63,547.26,Cash on Delivery,0
T05901,C0579,P0118,2025-11-30 19:21:33,1,263.51,263.51,Mobile Money,0
T05902,C0975,P0135,2026-01-04 15:10:34,2,91.79,183.58,Mobile Money,1
T05903,C0123,P0030,2025-12-30 13:03:41,1,11.97,11.97,Card,0
T05904,C0987,P0189,2025-09-07 07:57:21,1,446.12,446.12,Cash on Delivery,0
T05905,C0273,P0082,2025-11-21 12:28:26,3,292.44,877.32,Cash on Delivery,0
T05906,C0039,P0181,2025-10-15 11:18:32,2,128.12,256.24,Card,0
T05907,C0426,P0153,2026-02-14 06:08:14,2,468.64,937.28,Mobile Money,0
T05908,C1830,P0059,2026-04-28 02:43:12,2,253.83,507.66,Cash on Delivery,1
T05909,C0157,P0159,2025-08-04 03:23:34,3,341.52,1024.56,Card,0
T05910,C0257,P0104,2026-04-26 12:00:37,1,108.41,108.41,Card,1
T05911,C0635,P0102,2025-09-10 16:49:33,3,189.48,568.44,Cash on Delivery,0
T05912,C1356,P0200,2026-01-31 21:53:32,3,270.37,811.11,Cash on Delivery,0
T05913,C1455,P0010,2025-12-04 07:08:16,4,487.01,1948.04,Card,0
T05914,C0487,P0043,2025-12-23 23:00:40,4,128.4,513.6,Cash on Delivery,0
T05915,C1897,P0136,2026-05-15 17:22:40,3,248.35,745.05,Mobile Money,1
T05916,C0591,P0026,2026-04-27 17:11:29,3,295.44,886.32,Card,0
T05917,C0899,P0015,2025-10-23 19:35:31,4,405.16,1620.64,Mobile Money,1
T05918,C1625,P0144,2025-09-17 06:49:22,3,197.14,591.42,Card,0
T05919,C1240,P0097,2025-08-29 05:44:45,2,457.86,915.72,Cash on Delivery,0
T05920,C0454,P0003,2025-07-07 10:34:12,1,82.22,82.22,Cash on Delivery,0
T05921,C0464,P0031,2026-02-24 11:09:56,3,365.86,1097.58,Cash on Delivery,0
T05922,C1041,P0075,2025-06-26 23:41:59,2,279.82,559.64,Cash on Delivery,0
T05923,C0123,P0177,2025-10-20 17:19:35,3,432.25,1296.75,Mobile Money,1
T05924,C1280,P0055,2026-04-26 05:37:54,3,281.26,843.78,Cash on Delivery,0
T05925,C1892,P0200,2025-08-09 16:09:09,1,270.37,270.37,Card,0
T05926,C1474,P0040,2025-07-08 12:00:23,2,59.89,119.78,Cash on Delivery,0
T05927,C1817,P0040,2025-10-29 19:52:43,2,59.89,119.78,Cash on Delivery,0
T05928,C1385,P0007,2026-01-23 11:28:24,4,95.79,383.16,Cash on Delivery,1
T05929,C0337,P0178,2025-07-03 06:30:52,3,473.89,1421.67,Card,0
T05930,C0603,P0096,2026-05-08 01:55:38,1,497.3,497.3,Card,0
T05931,C1457,P0172,2025-11-10 12:03:52,4,75.78,303.12,Mobile Money,0
T05932,C0387,P0007,2025-07-16 18:00:03,4,95.79,383.16,Card,0
T05933,C1715,P0094,2026-01-29 16:52:05,1,118.94,118.94,Card,1
T05934,C1067,P0098,2026-04-29 20:33:22,2,476.77,953.54,Card,0
T05935,C0565,P0183,2025-11-06 16:45:33,1,287.88,287.88,Cash on Delivery,0
T05936,C2000,P0161,2025-06-21 18:24:40,3,250.8,752.4,Card,0
T05937,C1931,P0190,2025-06-12 10:52:05,2,459.96,919.92,Card,0
T05938,C0513,P0200,2026-01-25 04:23:19,4,270.37,1081.48,Card,1
T05939,C0213,P0014,2025-08-20 21:09:42,2,11.57,23.14,Cash on Delivery,1
T05940,C0546,P0122,2026-02-16 19:26:02,1,488.05,488.05,Card,1
T05941,C0168,P0105,2026-01-03 23:45:40,2,74.34,148.68,Cash on Delivery,0
T05942,C1706,P0122,2025-09-05 05:35:15,3,488.05,1464.15,Mobile Money,0
T05943,C0828,P0082,2025-07-16 02:55:50,4,292.44,1169.76,Mobile Money,0
T05944,C0115,P0137,2025-11-16 21:21:18,1,235.01,235.01,Cash on Delivery,0
T05945,C1476,P0033,2025-09-28 02:24:41,1,432.24,432.24,Cash on Delivery,0
T05946,C0688,P0004,2025-10-17 01:39:24,3,170.19,510.57,Cash on Delivery,0
T05947,C1050,P0016,2026-04-08 19:39:58,3,119.29,357.87,Cash on Delivery,0
T05948,C1430,P0070,2025-06-20 10:17:34,1,52.61,52.61,Mobile Money,1
T05949,C1822,P0007,2025-10-17 07:49:46,2,95.79,191.58,Mobile Money,0
T05950,C1487,P0074,2025-08-04 16:37:31,1,118.13,118.13,Cash on Delivery,0
T05951,C0706,P0006,2025-12-07 05:34:30,4,469.58,1878.32,Mobile Money,0
T05952,C1524,P0168,2025-08-28 07:53:11,1,396.83,396.83,Cash on Delivery,1
T05953,C0853,P0143,2025-07-19 20:26:45,1,320.02,320.02,Cash on Delivery,1
T05954,C1828,P0133,2025-11-20 07:07:06,1,174.23,174.23,Mobile Money,1
T05955,C0600,P0174,2025-10-10 08:52:27,3,351.98,1055.94,Card,0
T05956,C0778,P0045,2025-10-12 20:31:25,1,148.43,148.43,Cash on Delivery,0
T05957,C0205,P0054,2025-09-17 20:30:13,2,471.74,943.48,Card,0
T05958,C1067,P0085,2025-10-14 14:48:45,4,327.72,1310.88,Mobile Money,1
T05959,C0015,P0118,2026-03-27 01:20:24,1,263.51,263.51,Card,0
T05960,C0911,P0066,2025-12-13 18:07:06,2,400.18,800.36,Cash on Delivery,0
T05961,C1556,P0115,2025-08-31 14:15:25,1,491.01,491.01,Cash on Delivery,1
T05962,C1615,P0178,2026-03-13 07:01:02,2,473.89,947.78,Mobile Money,0
T05963,C0913,P0125,2026-04-22 16:32:19,3,96.25,288.75,Card,0
T05964,C1558,P0120,2025-11-15 04:23:02,2,30.58,61.16,Mobile Money,0
T05965,C1750,P0064,2026-03-20 03:53:53,4,402.55,1610.2,Card,0
T05966,C0805,P0058,2026-05-03 03:26:31,3,498.88,1496.64,Cash on Delivery,0
T05967,C1480,P0078,2025-08-09 12:41:23,4,143.04,572.16,Cash on Delivery,0
T05968,C0982,P0121,2026-03-28 04:30:23,4,351.26,1405.04,Card,0
T05969,C0579,P0049,2026-05-29 06:02:05,1,181.37,181.37,Cash on Delivery,0
T05970,C0972,P0103,2025-09-24 14:28:37,2,349.53,699.06,Mobile Money,0
T05971,C1961,P0093,2026-04-09 00:02:03,3,290.57,871.71,Cash on Delivery,0
T05972,C1367,P0174,2025-12-22 06:15:29,3,351.98,1055.94,Mobile Money,0
T05973,C0395,P0055,2025-12-03 06:04:58,2,281.26,562.52,Cash on Delivery,0
T05974,C1500,P0154,2025-08-22 02:56:47,4,402.72,1610.88,Mobile Money,0
T05975,C1002,P0013,2025-10-04 19:48:03,4,305.73,1222.92,Card,0
T05976,C1600,P0128,2025-12-01 22:13:15,4,276.87,1107.48,Cash on Delivery,0
T05977,C1046,P0051,2025-06-24 03:49:53,4,179.52,718.08,Cash on Delivery,0
T05978,C0056,P0060,2026-03-04 16:26:28,2,175.81,351.62,Cash on Delivery,0
T05979,C0717,P0168,2025-10-13 21:01:44,4,396.83,1587.32,Mobile Money,1
T05980,C1215,P0097,2025-06-19 22:54:18,3,457.86,1373.58,Cash on Delivery,0
T05981,C1440,P0151,2026-01-09 22:01:01,3,173.61,520.83,Card,0
T05982,C0892,P0084,2026-03-15 18:29:49,4,156.16,624.64,Card,0
T05983,C1374,P0008,2026-04-27 14:29:01,3,8.5,25.5,Cash on Delivery,0
T05984,C1246,P0089,2025-10-28 13:46:58,1,51.37,51.37,Cash on Delivery,0
T05985,C1374,P0157,2025-11-29 15:51:19,3,128.76,386.28,Mobile Money,0
T05986,C1083,P0089,2025-06-15 02:17:18,1,51.37,51.37,Cash on Delivery,0
T05987,C0540,P0152,2026-04-27 06:22:47,2,63.49,126.98,Card,0
T05988,C0563,P0062,2025-09-30 09:02:03,4,278.68,1114.72,Cash on Delivery,0
T05989,C0558,P0007,2025-11-07 13:08:11,3,95.79,287.37,Cash on Delivery,0
T05990,C1820,P0078,2025-09-22 01:55:16,2,143.04,286.08,Card,0
T05991,C0368,P0024,2025-10-02 14:51:51,3,262.81,788.43,Mobile Money,0
T05992,C0003,P0079,2025-09-16 06:47:16,1,449.07,449.07,Card,0
T05993,C0121,P0002,2026-02-09 00:25:56,3,390.95,1172.85,Card,1
T05994,C0140,P0021,2025-11-21 21:43:50,1,484.94,484.94,Mobile Money,1
T05995,C0206,P0024,2025-10-23 16:33:28,1,262.81,262.81,Mobile Money,0
T05996,C1142,P0043,2026-05-23 17:04:25,2,128.4,256.8,Cash on Delivery,0
T05997,C0635,P0005,2025-10-28 05:12:38,3,15.19,45.57,Card,1
T05998,C1166,P0071,2025-09-29 16:03:13,1,196.43,196.43,Mobile Money,0
T05999,C1188,P0116,2025-11-04 17:13:32,4,20.1,80.4,Card,0
T06000,C1970,P0035,2025-11-11 19:46:01,4,165.97,663.88,Mobile Money,0
T06001,C1432,P0079,2025-07-28 09:28:51,3,449.07,1347.21,Mobile Money,0
T06002,C0947,P0075,2026-01-29 21:46:26,4,279.82,1119.28,Card,0
T06003,C0710,P0145,2026-02-25 16:47:45,1,406.55,406.55,Card,0
T06004,C1871,P0085,2026-06-01 18:34:30,4,327.72,1310.88,Mobile Money,0
T06005,C0736,P0118,2025-09-28 15:36:19,4,263.51,1054.04,Cash on Delivery,0
T06006,C1052,P0122,2025-12-19 12:31:38,2,488.05,976.1,Mobile Money,1
T06007,C1400,P0140,2025-07-09 17:26:58,3,254.05,762.15,Card,1
T06008,C1919,P0165,2026-01-20 08:22:32,4,243.85,975.4,Mobile Money,0
T06009,C1782,P0063,2026-05-05 03:06:13,1,382.0,382.0,Mobile Money,0
T06010,C0266,P0093,2025-11-08 08:43:24,3,290.57,871.71,Card,0
