customer_id,age,gender,region,signup_date,preferred_device,loyalty_tier
C0854,40.0,Male,Kumasi,2025-02-14,,Bronze
C0855,46.0,Female,Accra,2025-01-18,Tablet,Platinum
C0856,35.0,Male,Kumasi,2024-06-12,Tablet,Gold
C0857,,Female,Accra,2023-12-11,Mobile,Platinum
C0858,47.0,Female,Cape Coast,2025-03-15,Desktop,Gold
C0859,69.0,Female,Accra,2024-07-12,Tablet,Platinum
C0860,56.0,Male,Tamale,2023-10-01,Mobile,Silver
C0861,,Male,Accra,2024-03-26,Tablet,Bronze
C0862,35.0,Female,Cape Coast,2026-05-24,Desktop,Platinum
C0863,,Female,Tamale,2025-04-04,Tablet,Platinum
C0864,56.0,Female,Accra,2024-10-17,Mobile,Gold
C0865,34.0,Female,Kumasi,2026-02-25,Tablet,Platinum
C0866,31.0,Male,Tamale,2025-07-06,Desktop,Silver
C0867,48.0,Male,Tamale,2025-09-27,Desktop,Gold
C0868,41.0,Male,Takoradi,2023-08-03,Desktop,Gold
C0869,52.0,Female,Tamale,2024-05-22,Tablet,Bronze
C0870,61.0,Male,Kumasi,2024-11-19,Desktop,Platinum
C0871,62.0,Female,Takoradi,2024-02-02,Tablet,Platinum
C0872,51.0,Male,Kumasi,2025-02-15,Desktop,Silver
C0873,20.0,Female,Tamale,2024-11-01,Tablet,Gold
C0874,54.0,Male,Cape Coast,2026-02-17,Mobile,Bronze
C0875,60.0,Female,Cape Coast,2024-01-20,Desktop,Silver
C0876,57.0,Male,Kumasi,2026-04-15,Mobile,Silver
C0877,43.0,Male,Kumasi,2025-04-18,,Platinum
C0878,40.0,Male,Takoradi,2025-04-25,Tablet,Silver
C0879,61.0,Female,Takoradi,2023-11-13,Desktop,Platinum
C0880,56.0,Male,Accra,2025-01-22,Mobile,Gold
C0881,32.0,Female,Cape Coast,2025-04-28,Desktop,Silver
C0882,66.0,Female,Cape Coast,2024-07-28,Tablet,Gold
C0883,21.0,Female,Kumasi,2025-05-17,Desktop,Bronze
C0884,46.0,Female,Accra,2025-12-25,Desktop,Bronze
C0885,39.0,Male,Cape Coast,2026-05-21,Mobile,Silver
C0886,42.0,Male,Kumasi,2024-12-14,Desktop,Platinum
C0887,30.0,Male,Accra,2023-07-26,Desktop,Silver
C0888,35.0,Male,Cape Coast,2025-02-11,Mobile,Silver
C0889,50.0,Female,Cape Coast,2023-08-28,Desktop,Gold
C0890,33.0,Female,Tamale,2024-02-09,Desktop,Platinum
C0891,62.0,Female,Kumasi,2023-07-18,Desktop,Gold
C0892,59.0,Female,Cape Coast,2025-05-04,Mobile,Bronze
C0893,61.0,Female,Cape Coast,2024-05-08,Tablet,Gold
C0894,19.0,Female,Accra,2026-05-15,Desktop,Bronze
C0895,52.0,Female,Takoradi,2026-03-08,Tablet,Gold
C0896,59.0,Female,Takoradi,2025-05-11,Tablet,Gold
C0897,51.0,Male,Kumasi,2025-08-08,Tablet,Silver
C0898,47.0,Male,Cape Coast,2024-06-30,Desktop,Gold
C0899,30.0,Male,Accra,2026-02-28,,Platinum
C0900,30.0,Female,Takoradi,2025-05-06,Desktop,Platinum
C0901,35.0,Female,Accra,2024-11-11,Tablet,Silver
C0902,49.0,Female,Kumasi,2024-02-14,Tablet,Platinum
C0903,,Female,Cape Coast,2024-02-15,Desktop,Silver
C0904,52.0,Male,Takoradi,2025-12-01,Mobile,Platinum
C0905,56.0,Male,Takoradi,2026-03-29,Tablet,Silver
C0906,63.0,Female,Accra,2024-03-03,Mobile,Gold
C0907,69.0,Male,Takoradi,2024-12-18,Desktop,Gold
C0908,46.0,Female,Takoradi,2024-12-04,Tablet,Gold
C0909,66.0,Female,Accra,2025-08-29,Desktop,Bronze
C0910,46.0,Male,Tamale,2023-07-09,Mobile,Bronze
C0911,61.0,Female,Cape Coast,2025-11-23,Desktop,Platinum
C0912,33.0,Male,Kumasi,2026-02-08,Mobile,Silver
C0913,61.0,Female,Tamale,2023-08-21,Tablet,Platinum
C0914,64.0,Male,Takoradi,2023-09-08,Tablet,Silver
C0915,27.0,Male,Tamale,2023-09-25,Desktop,Silver
C0916,47.0,Female,Accra,2023-07-20,Mobile,Platinum
C0917,42.0,Female,Kumasi,2025-04-02,Mobile,Silver
C0918,56.0,Female,Accra,2025-06-28,Mobile,Platinum
C0919,37.0,Female,Tamale,2024-01-08,Desktop,Platinum
C0920,22.0,Female,Accra,2024-06-24,,Silver
C0921,,Female,Accra,2023-12-20,Desktop,Silver
C0922,47.0,Male,Accra,2024-09-05,Tablet,Silver
C0923,,Male,Takoradi,2025-05-17,Desktop,Silver
C0924,20.0,Male,Tamale,2023-08-28,Tablet,Gold
C0925,62.0,Male,Accra,2025-09-09,Mobile,Gold
C0926,31.0,Female,Tamale,2026-02-17,Tablet,Gold
C0927,47.0,Female,Kumasi,2026-05-28,Desktop,Platinum
C0928,67.0,Female,Kumasi,2026-02-20,Mobile,Platinum
C0929,21.0,Male,Kumasi,2024-01-20,Mobile,Silver
C0930,35.0,Male,Accra,2024-08-26,Tablet,Silver
C0931,54.0,Male,Takoradi,2025-06-05,Tablet,Bronze
C0932,42.0,Female,Takoradi,2025-06-10,Tablet,Bronze
C0933,65.0,Male,Accra,2025-01-13,Tablet,Bronze
C0934,18.0,Male,Accra,2024-08-08,Desktop,Platinum
C0935,63.0,Female,Accra,2026-06-02,Tablet,Gold
C0936,32.0,Female,Kumasi,2023-06-20,Mobile,Bronze
C0937,26.0,Female,Tamale,2025-01-03,Tablet,Bronze
C0938,32.0,Female,Cape Coast,2023-10-04,Tablet,Silver
C0939,66.0,Female,Accra,2023-11-14,Tablet,Bronze
C0940,41.0,Female,Accra,2024-11-29,Mobile,Platinum
C0941,21.0,Male,Cape Coast,2023-09-10,Mobile,Gold
C0942,29.0,Male,Takoradi,2024-01-26,Tablet,Platinum
C0943,54.0,Female,Kumasi,2024-01-25,Mobile,Platinum
C0944,54.0,Male,Tamale,2026-04-21,Desktop,Silver
C0945,60.0,Male,Accra,2026-05-29,Tablet,Bronze
C0946,23.0,Male,Cape Coast,2025-09-29,Tablet,Platinum
C0947,56.0,Male,Accra,2026-05-26,Tablet,Bronze
C0948,63.0,Male,Takoradi,2024-07-11,Tablet,Silver
C0949,41.0,Female,Takoradi,2023-06-11,Desktop,Platinum
C0950,28.0,Male,Accra,2023-07-22,,Bronze
C0951,30.0,Female,Takoradi,2025-11-08,Tablet,Gold
C0952,51.0,Female,Accra,2025-04-03,Mobile,Bronze
C0953,42.0,Male,Kumasi,2023-09-08,Tablet,Silver
C0954,24.0,Female,Takoradi,2026-03-26,Desktop,Gold
C0955,69.0,Male,Takoradi,2025-03-08,Desktop,Silver
C0956,21.0,Male,Tamale,2025-01-02,Desktop,Platinum
C0957,25.0,Female,Tamale,2024-03-22,Tablet,Platinum
C0958,37.0,Female,Kumasi,2024-11-20,Mobile,Silver
C0959,46.0,Male,Kumasi,2026-03-05,,Platinum
C0960,68.0,Female,Cape Coast,2026-05-31,Tablet,Platinum
C0961,62.0,Male,Cape Coast,2025-12-08,Desktop,Gold
C0962,63.0,Male,Kumasi,2023-09-17,Desktop,Platinum
C0963,27.0,Male,Tamale,2023-12-03,Desktop,Bronze
C0964,60.0,Male,Takoradi,2025-04-06,Tablet,Gold
C0965,51.0,Male,Cape Coast,2025-07-15,Tablet,Silver
C0966,43.0,Female,Cape Coast,2025-09-10,Tablet,Bronze
C0967,58.0,Female,Kumasi,2026-03-20,Desktop,Gold
C0968,,Female,Kumasi,2023-12-05,Tablet,Bronze
C0969,20.0,Male,Kumasi,2025-04-06,Tablet,Platinum
C0970,23.0,Female,Kumasi,2026-05-09,Mobile,Platinum
C0971,22.0,Female,Kumasi,2025-04-14,Desktop,Gold
C0972,,Male,Cape Coast,2024-12-21,Mobile,Platinum
C0973,64.0,Female,Kumasi,2026-04-23,Mobile,Platinum
C0974,40.0,Female,Cape Coast,2024-03-31,Desktop,Bronze
C0975,66.0,Female,Tamale,2024-08-28,Desktop,Bronze
C0976,26.0,Female,Accra,2024-05-11,Mobile,Platinum
C0977,52.0,Female,Accra,2025-08-31,Tablet,Bronze
C0978,37.0,Male,Cape Coast,2024-09-14,Tablet,Gold
C0979,66.0,Male,Tamale,2026-02-21,Desktop,Gold
C0980,59.0,Male,Kumasi,2025-04-06,Desktop,Gold
C0981,52.0,Female,Takoradi,2026-03-11,Tablet,Platinum
C0982,,Male,Accra,2023-12-31,Tablet,Silver
C0983,35.0,Male,Takoradi,2023-11-25,Desktop,Gold
C0984,34.0,Female,Accra,2026-03-27,Mobile,Silver
C0985,41.0,Female,Kumasi,2025-04-20,,Platinum
C0986,20.0,Male,Takoradi,2023-10-18,Tablet,Silver
C0987,49.0,Male,Accra,2025-08-25,Desktop,Silver
C0988,52.0,Female,Kumasi,2025-11-04,Tablet,Gold
C0989,55.0,Male,Tamale,2025-10-11,Mobile,Bronze
C0990,30.0,Female,Tamale,2024-05-17,Tablet,Silver
C0991,64.0,Female,Accra,2024-08-22,Tablet,Bronze
C0992,42.0,Female,Cape Coast,2023-10-06,Desktop,Silver
C0993,26.0,Male,Kumasi,2024-11-28,Mobile,Platinum
C0994,21.0,Female,Cape Coast,2023-06-19,Desktop,Platinum
C0995,31.0,Male,Takoradi,2026-05-20,Desktop,Gold
C0996,54.0,Female,Tamale,2024-03-16,Mobile,Silver
C0997,51.0,Female,Cape Coast,2025-10-15,Tablet,Gold
C0998,,Female,Cape Coast,2024-01-30,Tablet,Silver
C0999,58.0,Male,Kumasi,2024-04-22,Tablet,Gold
C1000,20.0,Female,Kumasi,2024-06-17,Tablet,Silver
C1001,45.0,Female,Accra,2025-04-10,Desktop,Platinum
C1002,46.0,Female,Cape Coast,2025-02-12,Desktop,Platinum
C1003,26.0,Male,Cape Coast,2023-10-14,Mobile,Bronze
C1004,20.0,Female,Kumasi,2023-08-06,Mobile,Bronze
C1005,,Male,Takoradi,2026-04-14,Mobile,Gold
C1006,51.0,Female,Kumasi,2024-07-07,Mobile,Gold
C1007,29.0,Male,Cape Coast,2024-07-14,Mobile,Gold
C1008,59.0,Female,Accra,2026-03-09,,Silver
C1009,26.0,Female,Kumasi,2025-11-08,Tablet,Gold
C1010,32.0,Male,Tamale,2025-09-01,Desktop,Platinum
C1011,57.0,Female,Cape Coast,2025-05-18,Mobile,Bronze
C1012,42.0,Female,Kumasi,2025-03-18,Tablet,Platinum
C1013,22.0,Male,Takoradi,2024-03-01,Tablet,Silver
C1014,28.0,Male,Takoradi,2025-11-14,Desktop,Silver
C1015,51.0,Male,Kumasi,2023-08-16,Mobile,Bronze
C1016,41.0,Female,Accra,2023-06-18,Desktop,Gold
C1017,32.0,Female,Kumasi,2024-11-29,Mobile,Gold
C1018,55.0,Male,Takoradi,2026-04-05,Desktop,Silver
C1019,25.0,Male,Kumasi,2025-07-24,Desktop,Bronze
C1020,,Female,Tamale,2023-07-14,Tablet,Gold
C1021,65.0,Male,Takoradi,2024-04-10,Tablet,Silver
C1022,43.0,Male,Cape Coast,2024-07-13,Mobile,Silver
C1023,35.0,Female,Cape Coast,2025-10-16,Tablet,Platinum
C1024,23.0,Male,Takoradi,2024-11-15,Mobile,Silver
C1025,54.0,Female,Takoradi,2025-02-03,Desktop,Gold
C1026,65.0,Male,Cape Coast,2025-01-15,Tablet,Platinum
C1027,30.0,Male,Accra,2024-03-24,Tablet,Gold
C1028,45.0,Female,Kumasi,2024-04-28,Tablet,Silver
C1029,22.0,Male,Takoradi,2024-02-23,Desktop,Bronze
C1030,30.0,Female,Takoradi,2025-02-16,Tablet,Gold
C1031,,Male,Cape Coast,2024-01-05,Desktop,Platinum
C1032,67.0,Female,Accra,2024-06-11,Desktop,Silver
C1033,57.0,Female,Cape Coast,2025-04-03,Mobile,Bronze
C1034,62.0,Male,Cape Coast,2025-09-10,Tablet,Bronze
C1035,49.0,Male,Kumasi,2025-08-04,Tablet,Silver
C1036,46.0,Female,Accra,2025-05-22,Mobile,Platinum
C1037,68.0,Male,Kumasi,2025-12-06,Mobile,Platinum
C1038,20.0,Female,Accra,2024-03-03,Mobile,Bronze
C1039,57.0,Male,Kumasi,2023-09-05,Desktop,Bronze
C1040,51.0,Male,Takoradi,2024-10-02,Desktop,Platinum
C1041,57.0,Female,Tamale,2024-01-27,Desktop,Gold
C1042,44.0,Male,Tamale,2026-05-26,Tablet,Bronze
C1043,,Male,Cape Coast,2025-08-02,Mobile,Bronze
C1044,62.0,Male,Takoradi,2026-05-31,Tablet,Bronze
C1045,,Female,Takoradi,2024-10-01,Tablet,Bronze
C1046,23.0,Female,Tamale,2026-03-14,Desktop,Platinum
C1047,41.0,Male,Tamale,2026-01-23,Mobile,Silver
C1048,36.0,Male,Tamale,2025-03-13,Tablet,Gold
C1049,33.0,Male,Takoradi,2026-01-20,Tablet,Gold
C1050,57.0,Male,Cape Coast,2024-03-19,Tablet,Silver
C1051,45.0,Male,Accra,2024-06-18,,Platinum
C1052,50.0,Male,Takoradi,2025-08-13,Mobile,Gold
C1053,65.0,Male,Tamale,2026-04-09,Tablet,Silver
C1054,,Male,Kumasi,2025-02-22,Mobile,Gold
C1055,30.0,Male,Accra,2024-04-12,Mobile,Bronze
C1056,,Female,Cape Coast,2024-08-12,Mobile,Gold
C1057,62.0,Male,Takoradi,2025-05-18,Mobile,Silver
C1058,42.0,Female,Takoradi,2024-06-05,Desktop,Silver
C1059,59.0,Male,Accra,2025-03-24,Desktop,Bronze
C1060,53.0,Male,Takoradi,2024-08-08,Desktop,Platinum
C1061,44.0,Female,Cape Coast,2023-09-15,Tablet,Gold
C1062,55.0,Male,Cape Coast,2025-12-25,Tablet,Gold
C1063,24.0,Female,Tamale,2026-02-14,Mobile,Bronze
C1064,22.0,Female,Kumasi,2024-07-19,Mobile,Platinum
C1065,60.0,Female,Takoradi,2025-06-27,Mobile,Gold
C1066,62.0,Female,Tamale,2024-12-02,,Gold
C1067,68.0,Female,Tamale,2024-03-10,Tablet,Bronze
C1068,48.0,Male,Cape Coast,2026-05-21,Mobile,Gold
C1069,40.0,Male,Cape Coast,2025-01-13,Mobile,Gold
C1070,59.0,Male,Accra,2026-01-31,,Bronze
C1071,27.0,Female,Cape Coast,2024-11-19,Mobile,Bronze
C1072,49.0,Female,Cape Coast,2026-02-23,Tablet,Platinum
C1073,,Male,Takoradi,2025-09-11,Desktop,Silver
C1074,47.0,Female,Kumasi,2024-08-13,Desktop,Bronze
C1075,56.0,Female,Takoradi,2024-06-16,Tablet,Bronze
C1076,48.0,Male,Cape Coast,2026-04-22,Tablet,Silver
C1077,35.0,Male,Tamale,2024-10-29,Mobile,Silver
C1078,53.0,Male,Tamale,2024-11-07,,Bronze
C1079,19.0,Male,Tamale,2023-10-20,Mobile,Bronze
C1080,31.0,Female,Takoradi,2025-06-18,Mobile,Bronze
C1081,30.0,Male,Cape Coast,2024-04-16,Desktop,Platinum
C1082,46.0,Female,Tamale,2024-08-12,Mobile,Bronze
C1083,29.0,Female,Accra,2024-05-20,,Gold
C1084,56.0,Female,Cape Coast,2025-05-31,Tablet,Silver
C1085,19.0,Female,Tamale,2023-11-10,Desktop,Bronze
C1086,49.0,Female,Tamale,2025-09-30,Mobile,Platinum
C1087,30.0,Female,Takoradi,2025-03-19,Desktop,Platinum
C1088,63.0,Male,Cape Coast,2023-10-15,Mobile,Platinum
C1089,44.0,Male,Kumasi,2026-01-20,Mobile,Gold
C1090,66.0,Male,Kumasi,2026-02-03,,Silver
C1091,58.0,Female,Cape Coast,2026-02-23,,Bronze
C1092,34.0,Male,Tamale,2025-09-09,Desktop,Bronze
C1093,,Female,Tamale,2026-03-23,Desktop,Silver
C1094,48.0,Male,Tamale,2024-08-27,Mobile,Silver
C1095,51.0,Male,Kumasi,2025-06-17,Tablet,Silver
C1096,41.0,Male,Cape Coast,2024-12-24,Mobile,Silver
C1097,62.0,Male,Kumasi,2023-06-22,Desktop,Silver
C1098,52.0,Female,Cape Coast,2024-03-10,Tablet,Bronze
C1099,65.0,Female,Accra,2025-04-09,Mobile,Platinum
C1100,23.0,Female,Tamale,2025-08-28,,Silver
C1101,36.0,Female,Cape Coast,2026-05-25,Mobile,Silver
C1102,47.0,Female,Kumasi,2024-11-06,Tablet,Gold
C1103,24.0,Female,Cape Coast,2024-04-08,Tablet,Bronze
C1104,27.0,Male,Tamale,2025-02-02,Desktop,Silver
C1105,58.0,Male,Accra,2025-04-11,Mobile,Platinum
C1106,49.0,Male,Cape Coast,2024-03-13,Mobile,Silver
C1107,51.0,Female,Cape Coast,2025-04-15,Tablet,Bronze
C1108,45.0,Male,Accra,2026-04-03,Desktop,Silver
C1109,32.0,Male,Tamale,2024-10-26,Tablet,Platinum
C1110,47.0,Female,Accra,2025-06-14,Tablet,Platinum
C1111,54.0,Male,Tamale,2024-08-05,Desktop,Gold
C1112,46.0,Male,Tamale,2025-11-15,Mobile,Gold
C1113,39.0,Female,Kumasi,2025-07-31,Mobile,Gold
C1114,21.0,Female,Takoradi,2025-01-24,Mobile,Bronze
C1115,37.0,Male,Cape Coast,2024-02-03,Tablet,Bronze
C1116,49.0,Male,Tamale,2024-05-01,Tablet,Silver
C1117,,Female,Tamale,2023-10-15,Desktop,Bronze
C1118,67.0,Male,Tamale,2025-07-04,Tablet,Gold
C1119,,Female,Cape Coast,2023-09-25,Desktop,Gold
C1120,44.0,Female,Tamale,2023-11-27,Mobile,Platinum
C1121,34.0,Female,Kumasi,2024-11-17,Desktop,Platinum
C1122,29.0,Female,Takoradi,2025-10-08,Tablet,Gold
C1123,39.0,Female,Kumasi,2024-11-13,Tablet,Bronze
C1124,34.0,Male,Tamale,2024-06-04,Tablet,Silver
C1125,27.0,Male,Kumasi,2025-07-12,Tablet,Platinum
C1126,18.0,Female,Cape Coast,2024-03-22,Tablet,Bronze
C1127,39.0,Male,Tamale,2024-10-19,Tablet,Bronze
C1128,43.0,Male,Kumasi,2025-03-02,Desktop,Platinum
C1129,35.0,Male,Accra,2026-03-08,Desktop,Silver
C1130,67.0,Female,Accra,2025-09-19,Tablet,Bronze
C1131,31.0,Female,Tamale,2025-10-30,Tablet,Gold
C1132,64.0,Male,Kumasi,2025-01-03,Tablet,Platinum
C1133,46.0,Female,Accra,2024-04-07,Mobile,Gold
C1134,29.0,Male,Accra,2023-12-06,Tablet,Silver
C1135,53.0,Male,Accra,2025-01-21,Desktop,Silver
C1136,52.0,Male,Kumasi,2024-06-08,Mobile,Gold
C1137,69.0,Female,Takoradi,2026-02-03,,Platinum
C1138,29.0,Female,Cape Coast,2026-02-22,Mobile,Bronze
C1139,24.0,Male,Accra,2023-11-10,Tablet,Gold
C1140,46.0,Female,Takoradi,2023-09-23,Desktop,Silver
C1141,28.0,Male,Tamale,2024-12-28,Desktop,Bronze
C1142,50.0,Female,Kumasi,2023-11-06,Desktop,Bronze
C1143,23.0,Male,Cape Coast,2026-02-06,Desktop,Gold
C1144,64.0,Male,Cape Coast,2024-01-27,Desktop,Gold
C1145,32.0,Female,Tamale,2025-11-28,Tablet,Platinum
C1146,49.0,Male,Takoradi,2025-01-18,Desktop,Platinum
C1147,68.0,Male,Tamale,2023-08-05,Mobile,Gold
C1148,28.0,Male,Tamale,2026-06-01,Tablet,Silver
C1149,40.0,Male,Takoradi,2025-09-04,Desktop,Gold
C1150,43.0,Male,Takoradi,2025-08-23,Mobile,Gold
C1151,51.0,Male,Tamale,2025-03-05,Tablet,Gold
C1152,63.0,Male,Cape Coast,2025-12-06,,Platinum
C1153,51.0,Female,Takoradi,2026-05-18,,Gold
C1154,46.0,Male,Kumasi,2026-03-17,Desktop,Silver
C1155,21.0,Male,Kumasi,2025-05-31,Desktop,Silver
C1156,34.0,Male,Kumasi,2023-08-07,Mobile,Gold
C1157,52.0,Male,Accra,2024-01-21,Mobile,Bronze
C1158,30.0,Female,Cape Coast,2026-06-02,Mobile,Bronze
C1159,58.0,Female,Takoradi,2025-10-30,Tablet,Gold
C1160,56.0,Female,Cape Coast,2024-02-17,Desktop,Platinum
C1161,32.0,Male,Cape Coast,2023-07-05,Desktop,Platinum
C1162,46.0,Male,Cape Coast,2025-10-29,Mobile,Bronze
C1163,46.0,Female,Tamale,2025-04-02,Tablet,Bronze
C1164,28.0,Female,Tamale,2024-01-01,Tablet,Silver
C1165,69.0,Female,Accra,2023-09-04,Tablet,Platinum
C1166,49.0,Female,Accra,2024-06-11,Mobile,Silver
C1167,19.0,Female,Cape Coast,2024-03-11,Mobile,Gold
C1168,,Female,Cape Coast,2025-07-20,Desktop,Silver
C1169,31.0,Female,Kumasi,2025-07-08,Desktop,Platinum
C1170,37.0,Female,Takoradi,2025-01-04,Mobile,Platinum
C1171,39.0,Female,Kumasi,2025-10-25,Desktop,Gold
C1172,28.0,Female,Tamale,2023-06-21,Desktop,Platinum
C1173,44.0,Male,Cape Coast,2025-08-05,Mobile,Silver
C1174,20.0,Male,Takoradi,2025-01-28,Mobile,Platinum
C1175,34.0,Female,Kumasi,2026-02-25,Mobile,Silver
C1176,61.0,Female,Accra,2023-12-16,Mobile,Platinum
C1177,45.0,Female,Kumasi,2024-09-19,Tablet,Gold
C1178,46.0,Female,Takoradi,2023-12-10,Desktop,Bronze
C1179,38.0,Female,Accra,2024-08-05,Tablet,Silver
C1180,64.0,Male,Kumasi,2025-10-23,Desktop,Platinum
C1181,33.0,Male,Tamale,2026-03-05,Tablet,Gold
C1182,,Female,Takoradi,2026-01-03,Desktop,Gold
C1183,37.0,Female,Accra,2023-08-21,Desktop,Bronze
C1184,23.0,Female,Cape Coast,2024-12-21,Mobile,Silver
C1185,36.0,Female,Takoradi,2025-11-30,Desktop,Platinum
C1186,22.0,Female,Accra,2025-01-20,Desktop,Gold
C1187,20.0,Female,Kumasi,2025-01-10,Mobile,Gold
C1188,18.0,Female,Cape Coast,2024-06-30,Tablet,Platinum
C1189,55.0,Male,Accra,2023-10-26,Mobile,Gold
C1190,32.0,Male,Takoradi,2025-06-19,Desktop,Gold
C1191,,Female,Cape Coast,2024-02-03,Tablet,Platinum
C1192,52.0,Female,Tamale,2024-02-22,Desktop,Platinum
C1193,66.0,Female,Kumasi,2025-09-10,Mobile,Bronze
C1194,42.0,Male,Kumasi,2024-10-23,Tablet,Gold
C1195,41.0,Male,Kumasi,2024-10-12,Mobile,Platinum
C1196,29.0,Male,Accra,2024-04-15,Mobile,Platinum
C1197,35.0,Male,Accra,2024-01-01,Desktop,Bronze
C1198,32.0,Male,Takoradi,2025-06-04,Tablet,Silver
C1199,61.0,Male,Tamale,2026-05-20,Desktop,Silver
C1200,33.0,Male,Takoradi,2023-06-19,Desktop,Silver
C1201,44.0,Male,Cape Coast,2024-05-13,Mobile,Bronze
C1202,,Male,Takoradi,2024-02-27,Desktop,Platinum
C1203,63.0,Female,Cape Coast,2025-10-10,Desktop,Platinum
C1204,42.0,Male,Cape Coast,2024-10-29,Mobile,Platinum
C1205,34.0,Female,Cape Coast,2023-10-31,Tablet,Gold
C1206,46.0,Female,Tamale,2023-10-09,Tablet,Silver
C1207,25.0,Male,Tamale,2024-06-17,Desktop,Gold
C1208,32.0,Female,Takoradi,2023-10-27,Mobile,Gold
C1209,44.0,Male,Accra,2025-05-12,Tablet,Silver
C1210,63.0,Female,Takoradi,2025-12-10,Desktop,Bronze
C1211,67.0,Female,Tamale,2023-11-16,Desktop,Bronze
C1212,69.0,Female,Takoradi,2023-09-21,Tablet,Silver
C1213,,Male,Cape Coast,2023-10-31,Desktop,Silver
C1214,20.0,Female,Cape Coast,2026-01-25,Desktop,Platinum
C1215,46.0,Male,Kumasi,2025-05-26,Tablet,Platinum
C1216,61.0,Female,Kumasi,2023-10-12,Desktop,Bronze
C1217,41.0,Female,Kumasi,2024-08-16,Tablet,Gold
C1218,20.0,Female,Cape Coast,2025-06-13,Desktop,Platinum
C1219,37.0,Male,Accra,2024-02-10,Mobile,Silver
C1220,63.0,Female,Accra,2024-03-27,Tablet,Platinum
C1221,32.0,Female,Takoradi,2025-01-30,Tablet,Platinum
C1222,42.0,Male,Takoradi,2025-04-25,Mobile,Silver
C1223,47.0,Male,Cape Coast,2024-10-30,Mobile,Silver
C1224,31.0,Male,Takoradi,2026-05-27,Desktop,Silver
C1225,24.0,Female,Accra,2025-06-03,Mobile,Bronze
C1226,34.0,Male,Accra,2025-04-25,Desktop,Silver
C1227,61.0,Female,Tamale,2024-01-13,Desktop,Platinum
C1228,37.0,Female,Tamale,2025-04-22,Tablet,Bronze
C1229,53.0,Female,Accra,2025-06-19,Mobile,Bronze
C1230,26.0,Female,Tamale,2025-04-02,,Platinum
C1231,55.0,Male,Kumasi,2024-05-08,,Platinum
C1232,65.0,Male,Accra,2026-02-07,Tablet,Silver
C1233,39.0,Female,Tamale,2024-02-01,Mobile,Bronze
C1234,19.0,Male,Tamale,2025-02-28,Tablet,Bronze
C1235,41.0,Male,Tamale,2024-11-21,,Gold
C1236,25.0,Female,Kumasi,2023-11-19,Tablet,Bronze
C1237,28.0,Male,Takoradi,2024-12-09,Desktop,Gold
C1238,30.0,Male,Takoradi,2024-10-02,Mobile,Silver
C1239,34.0,Male,Kumasi,2025-03-18,Tablet,Platinum
C1240,25.0,Female,Accra,2025-11-02,Mobile,Gold
C1241,38.0,Male,Tamale,2024-01-27,Mobile,Bronze
C1242,35.0,Male,Cape Coast,2024-07-24,Tablet,Platinum
C1243,47.0,Male,Takoradi,2024-12-07,Mobile,Silver
C1244,35.0,Male,Tamale,2025-12-26,,Gold
C1245,63.0,Male,Accra,2024-04-17,Desktop,Silver
C1246,64.0,Male,Kumasi,2026-02-17,Desktop,Silver
C1247,48.0,Female,Cape Coast,2026-06-02,Tablet,Gold
C1248,55.0,Female,Kumasi,2023-06-30,Mobile,Platinum
C1249,49.0,Female,Kumasi,2023-07-30,Desktop,Bronze
C1250,28.0,Female,Tamale,2024-12-09,Tablet,Gold
C1251,62.0,Female,Kumasi,2024-09-08,Tablet,Silver
C1252,42.0,Female,Takoradi,2024-01-12,,Platinum
C1253,50.0,Female,Cape Coast,2023-08-02,Tablet,Silver
C1254,55.0,Male,Cape Coast,2024-09-18,Mobile,Platinum
C1255,58.0,Female,Takoradi,2025-06-28,Tablet,Gold
C1256,,Female,Accra,2024-03-26,Tablet,Platinum
C1257,28.0,Male,Accra,2024-06-11,Tablet,Gold
C1258,39.0,Male,Takoradi,2023-08-07,Tablet,Bronze
C1259,68.0,Female,Kumasi,2026-03-19,Tablet,Platinum
C1260,41.0,Male,Cape Coast,2024-01-06,Desktop,Gold
C1261,58.0,Female,Takoradi,2024-08-31,Mobile,Bronze
C1262,34.0,Male,Accra,2024-05-25,Mobile,Silver
C1263,29.0,Male,Kumasi,2025-01-08,Mobile,Platinum
C1264,63.0,Male,Accra,2026-01-26,,Platinum
C1265,49.0,Female,Cape Coast,2023-09-23,Tablet,Gold
C1266,32.0,Male,Takoradi,2024-04-25,Mobile,Bronze
C1267,33.0,Male,Kumasi,2025-06-19,Tablet,Platinum
C1268,39.0,Male,Tamale,2025-10-06,Tablet,Bronze
C1269,45.0,Female,Cape Coast,2023-08-03,Tablet,Platinum
C1270,37.0,Female,Accra,2025-06-25,Tablet,Gold
C1271,50.0,Male,Accra,2024-07-10,Desktop,Bronze
C1272,27.0,Male,Cape Coast,2023-09-28,Mobile,Bronze
C1273,57.0,Male,Cape Coast,2025-01-03,Desktop,Silver
C1274,49.0,Male,Cape Coast,2025-05-25,Tablet,Silver
C1275,67.0,Male,Cape Coast,2024-02-25,Tablet,Platinum
C1276,50.0,Male,Cape Coast,2025-04-12,Desktop,Platinum
C1277,19.0,Female,Accra,2025-09-18,Mobile,Silver
C1278,50.0,Female,Cape Coast,2023-11-12,Desktop,Silver
C1279,50.0,Female,Takoradi,2026-03-05,Desktop,Gold
